last_name,language,client_id,currency_code,url,folder,credits.credit,organization,links.view,links.statement,links.client_view,auth_url,credit,first_name,updated,email,notifications.late_payment_reminders,username,home_phone,mobile,p_country,contacts.contact.phone2,contacts.contact.last_name,contacts.contact.contact_id,contacts.contact.first_name,contacts.contact.email,contacts.contact.phone1,contacts.contact.username,notes,vat_name,work_phone,s_city,p_city,p_code,p_street2,s_state,fax,s_code,s_street1,s_street2,p_street1,s_country
Elements,en,784813,USD,https://cloudelements.freshbooks.com/view/ccMQC2KS9FgReNb,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/784813,https://cloudelements.freshbooks.com/view/3cdYc3dimtGXembz,https://cloudelements.freshbooks.com/view/ccMQC2KS9FgReNb,https://cloudelements.freshbooks.com/clients/784813,0,Claude,2020-04-22 05:16:29,claude@cloud-elements.com,1,claudeelements2490,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,784811,USD,https://cloudelements.freshbooks.com/view/WuBmr4Nt6yDJv6D,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/784811,https://cloudelements.freshbooks.com/view/xs8eDzNmFxvaszL,https://cloudelements.freshbooks.com/view/WuBmr4Nt6yDJv6D,https://cloudelements.freshbooks.com/clients/784811,0,Claude,2020-04-22 05:10:47,claude@cloud-elements.com,1,claudeelements2489,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,784543,USD,https://cloudelements.freshbooks.com/view/3DPreLLEpnG2qHi2,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/784543,https://cloudelements.freshbooks.com/view/T5QjfmpRwqvEukF,https://cloudelements.freshbooks.com/view/3DPreLLEpnG2qHi2,https://cloudelements.freshbooks.com/clients/784543,0,Claude sdas,2020-04-21 05:10:17,claude@cloud-elements.com,1,claudeelements2482,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,784541,USD,https://cloudelements.freshbooks.com/view/BLJwuyvfrKLERkw,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/784541,https://cloudelements.freshbooks.com/view/3Cj8FrjX2PiLeM6Z,https://cloudelements.freshbooks.com/view/BLJwuyvfrKLERkw,https://cloudelements.freshbooks.com/clients/784541,0,Claude,2020-04-21 04:57:52,claude@cloud-elements.com,1,claudeelements2481,,,,,,,,,,,,,,,,,,,,,,,,
tmp,en,783785,USD,https://cloudelements.freshbooks.com/view/E6czUpfnabwF9MW,active,0,churros tmp,https://cloudelements.freshbooks.com/clients/783785,https://cloudelements.freshbooks.com/view/gdK7CzajZpFfYsy,https://cloudelements.freshbooks.com/view/E6czUpfnabwF9MW,https://cloudelements.freshbooks.com/clients/783785,0,churros,2020-04-17 07:35:49,random@churros.com,1,churrostmp799,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,782635,USD,https://cloudelements.freshbooks.com/view/3j2DFxjvPg9Jb5Hk,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/782635,https://cloudelements.freshbooks.com/view/qWCFN7z6AGaLKJL,https://cloudelements.freshbooks.com/view/3j2DFxjvPg9Jb5Hk,https://cloudelements.freshbooks.com/clients/782635,0,Claude,2020-04-13 06:03:37,claude@cloud-elements.com,1,claudeelements2400,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,782623,USD,https://cloudelements.freshbooks.com/view/3DSryxVjDzs24R5K,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/782623,https://cloudelements.freshbooks.com/view/ENHhh5PiDSE8JcS,https://cloudelements.freshbooks.com/view/3DSryxVjDzs24R5K,https://cloudelements.freshbooks.com/clients/782623,0,Claude,2020-04-13 06:00:41,claude@cloud-elements.com,1,claudeelements2397,,,,,,,,,,,,,,,,,,,,,,,,
tmp,en,781745,USD,https://cloudelements.freshbooks.com/view/uWNZPYahUaQtgeQ,active,0,churros tmp,https://cloudelements.freshbooks.com/clients/781745,https://cloudelements.freshbooks.com/view/3EeRLdXteE72bx8G,https://cloudelements.freshbooks.com/view/uWNZPYahUaQtgeQ,https://cloudelements.freshbooks.com/clients/781745,0,churros,2020-04-07 23:42:15,random@churros.com,1,churrostmp717,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,781005,USD,https://cloudelements.freshbooks.com/view/v6wm8iwCUcpayLd,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/781005,https://cloudelements.freshbooks.com/view/DGkmsNUXipwFi7C,https://cloudelements.freshbooks.com/view/v6wm8iwCUcpayLd,https://cloudelements.freshbooks.com/clients/781005,0,Claude,2020-04-04 04:36:34,claude@cloud-elements.com,1,claudeelements2334,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,781003,USD,https://cloudelements.freshbooks.com/view/Rtxnzk5kgAYb9th,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/781003,https://cloudelements.freshbooks.com/view/3GyKDLB9h5UHmSm3,https://cloudelements.freshbooks.com/view/Rtxnzk5kgAYb9th,https://cloudelements.freshbooks.com/clients/781003,0,Claude,2020-04-04 03:59:32,claude@cloud-elements.com,1,claudeelements2333,,,,,,,,,,,,,,,,,,,,,,,,
"",en,723454,USD,https://cloudelements.freshbooks.com/view/X5db2kcvb2aG4Fu,active,0,ymrja@gmail.com,https://cloudelements.freshbooks.com/clients/723454,https://cloudelements.freshbooks.com/view/MPZSmDNGubQW7kw,https://cloudelements.freshbooks.com/view/X5db2kcvb2aG4Fu,https://cloudelements.freshbooks.com/clients/723454,0,,2019-11-21 07:00:34,ymrja@gmail.com,1,v2jXViwtY4,,,,,,,,,,,,,,,,,,,,,,,,
Elementsfdsf,en,719878,USD,https://cloudelements.freshbooks.com/view/wPVkrjzYFrtmkPr,active,401,Cloud ELements,https://cloudelements.freshbooks.com/clients/719878,https://cloudelements.freshbooks.com/view/Zqg6fXgGmLi6DV6,https://cloudelements.freshbooks.com/view/wPVkrjzYFrtmkPr,https://cloudelements.freshbooks.com/clients/719878,401,Claudefdsf,2019-11-08 00:04:54,claude@cloud-elements.com,1,claudefdsfelementsfdsf,,,,,,,,,,,,,,,,,,,,,,,,
"",en,719294,USD,https://cloudelements.freshbooks.com/view/KaWWvL7VAMv63b8,active,2365,cece-avigitu@gmail.com,https://cloudelements.freshbooks.com/clients/719294,https://cloudelements.freshbooks.com/view/3CAwPeHgGpbKCniH,https://cloudelements.freshbooks.com/view/KaWWvL7VAMv63b8,https://cloudelements.freshbooks.com/clients/719294,2365,,2019-11-08 00:51:04,cece-avigitu@gmail.com,1,fQLbPfYWDh,,,,,,,,,,,,,,,,,,,,,,,,
"",en,719292,USD,https://cloudelements.freshbooks.com/view/3frEqfaNkcWFwQzt,active,0,cecece-deep@ce.com,https://cloudelements.freshbooks.com/clients/719292,https://cloudelements.freshbooks.com/view/zD8JZH3kTPmp4Xw,https://cloudelements.freshbooks.com/view/3frEqfaNkcWFwQzt,https://cloudelements.freshbooks.com/clients/719292,0,,2019-11-06 03:19:31,cecece-deep@ce.com,1,GTedLMw2Nx,,,,,,,,,,,,,,,,,,,,,,,,
"",en,719290,USD,https://cloudelements.freshbooks.com/view/3ms5mnEDdNgFqhLw,active,0,cece-deep@ce.com,https://cloudelements.freshbooks.com/clients/719290,https://cloudelements.freshbooks.com/view/3tyD9VjEmsPrejhD,https://cloudelements.freshbooks.com/view/3ms5mnEDdNgFqhLw,https://cloudelements.freshbooks.com/clients/719290,0,,2019-11-06 01:02:33,cece-deep@ce.com,1,39khMFJ8mX,,,,,,,,,,,,,,,,,,,,,,,,
"",en,719288,USD,https://cloudelements.freshbooks.com/view/77zndT7gJXLuTsP,active,0,cece-girish@ce.com,https://cloudelements.freshbooks.com/clients/719288,https://cloudelements.freshbooks.com/view/Cwy2ZYF2BXTzp2T,https://cloudelements.freshbooks.com/view/77zndT7gJXLuTsP,https://cloudelements.freshbooks.com/clients/719288,0,,2019-11-06 01:00:04,cece-girish@ce.com,1,JjsXZv8Acc,,,,,,,,,,,,,,,,,,,,,,,,
"",en,719286,USD,https://cloudelements.freshbooks.com/view/34fNEcuJayKKeyiS,active,0,cece-avinash@ce.com,https://cloudelements.freshbooks.com/clients/719286,https://cloudelements.freshbooks.com/view/33LhT487NfKUihPY,https://cloudelements.freshbooks.com/view/34fNEcuJayKKeyiS,https://cloudelements.freshbooks.com/clients/719286,0,,2019-11-06 00:55:20,cece-avinash@ce.com,1,nz92dqNVFb,,,,,,,,,,,,,,,,,,,,,,,,
"",en,719280,USD,https://cloudelements.freshbooks.com/view/XFTxPNuwReg2hLh,active,0,ce-avinash@ce.com,https://cloudelements.freshbooks.com/clients/719280,https://cloudelements.freshbooks.com/view/39KsRMbxm6HTnsvj,https://cloudelements.freshbooks.com/view/XFTxPNuwReg2hLh,https://cloudelements.freshbooks.com/clients/719280,0,,2019-11-06 00:36:36,ce-avinash@ce.com,1,39qrHphikv,,,,,,,,,,,,,,,,,,,,,,,,
"",en,719278,USD,https://cloudelements.freshbooks.com/view/iXxVhbm6XRt4tXS,active,0,avinashc@ce.com,https://cloudelements.freshbooks.com/clients/719278,https://cloudelements.freshbooks.com/view/M8uP9sq4TYpMnNw,https://cloudelements.freshbooks.com/view/iXxVhbm6XRt4tXS,https://cloudelements.freshbooks.com/clients/719278,0,,2020-06-04 06:13:30,avinashc@ce.com,1,zX9qF57fYg,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717568,USD,https://cloudelements.freshbooks.com/view/ug95Esr6TnnNaf7,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/717568,https://cloudelements.freshbooks.com/view/3iaeQVSaFL9kyJ7s,https://cloudelements.freshbooks.com/view/ug95Esr6TnnNaf7,https://cloudelements.freshbooks.com/clients/717568,0,Claude,2019-10-30 05:29:39,claude@cloud-elements.com,1,claudeelements1850,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717566,USD,https://cloudelements.freshbooks.com/view/BVRBut63uCWXcKg,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/717566,https://cloudelements.freshbooks.com/view/3C6kYPyXdiw34DRK,https://cloudelements.freshbooks.com/view/BVRBut63uCWXcKg,https://cloudelements.freshbooks.com/clients/717566,0,Claude,2019-10-30 05:13:48,claude@cloud-elements.com,1,claudeelements1849,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717564,USD,https://cloudelements.freshbooks.com/view/3yHaGDEj4NJZRpaP,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/717564,https://cloudelements.freshbooks.com/view/J4nYMCpCXdtGapZ,https://cloudelements.freshbooks.com/view/3yHaGDEj4NJZRpaP,https://cloudelements.freshbooks.com/clients/717564,0,Claude,2019-10-30 05:09:55,claude@cloud-elements.com,1,claudeelements1848,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717552,USD,https://cloudelements.freshbooks.com/view/t8fYDmGhmq8pih,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/717552,https://cloudelements.freshbooks.com/view/3yJL5YPbZNpRprcn,https://cloudelements.freshbooks.com/view/t8fYDmGhmq8pih,https://cloudelements.freshbooks.com/clients/717552,0,Claude,2019-10-30 03:32:01,claude@cloud-elements.com,1,claudeelements1847,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717550,USD,https://cloudelements.freshbooks.com/view/3bHQ7sq3xV2LRBCd,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/717550,https://cloudelements.freshbooks.com/view/5SW6jFX7jmJhKVU,https://cloudelements.freshbooks.com/view/3bHQ7sq3xV2LRBCd,https://cloudelements.freshbooks.com/clients/717550,0,Claude,2019-10-30 03:04:19,claude@cloud-elements.com,1,claudeelements1846,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717548,USD,https://cloudelements.freshbooks.com/view/wYSHSHg54gk45vM,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/717548,https://cloudelements.freshbooks.com/view/6QkJ35YicGdPYXc,https://cloudelements.freshbooks.com/view/wYSHSHg54gk45vM,https://cloudelements.freshbooks.com/clients/717548,0,Claude,2019-10-30 02:59:38,claude@cloud-elements.com,1,claudeelements1845,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717546,USD,https://cloudelements.freshbooks.com/view/RUk8Ax8SZiqiJgK,active,30,Cloud ELements,https://cloudelements.freshbooks.com/clients/717546,https://cloudelements.freshbooks.com/view/Vt4hyLvGFFssLBJ,https://cloudelements.freshbooks.com/view/RUk8Ax8SZiqiJgK,https://cloudelements.freshbooks.com/clients/717546,30,Claude,2019-10-30 02:53:21,claude@cloud-elements.com,1,claudeelements1844,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717542,USD,https://cloudelements.freshbooks.com/view/3fSjvgmjGdXeaVSP,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/717542,https://cloudelements.freshbooks.com/view/3fsaBran4gjqVjVv,https://cloudelements.freshbooks.com/view/3fSjvgmjGdXeaVSP,https://cloudelements.freshbooks.com/clients/717542,0,Claude,2019-10-30 02:49:20,claude@cloud-elements.com,1,claudeelements1843,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717540,USD,https://cloudelements.freshbooks.com/view/3PzUkcSk2CpkHBEb,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/717540,https://cloudelements.freshbooks.com/view/3vQWFBYMxuas2eKD,https://cloudelements.freshbooks.com/view/3PzUkcSk2CpkHBEb,https://cloudelements.freshbooks.com/clients/717540,0,Claude,2019-10-30 02:48:53,claude@cloud-elements.com,1,claudeelements1842,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717538,USD,https://cloudelements.freshbooks.com/view/rUVweCZuR4tqfCJ,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/717538,https://cloudelements.freshbooks.com/view/3kPBxVsHY6V5EGNE,https://cloudelements.freshbooks.com/view/rUVweCZuR4tqfCJ,https://cloudelements.freshbooks.com/clients/717538,0,Claude,2019-10-30 02:45:39,claude@cloud-elements.com,1,claudeelements1841,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717536,USD,https://cloudelements.freshbooks.com/view/375BcTAfkFSb9Qnw,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/717536,https://cloudelements.freshbooks.com/view/p3Tfh78ctjRCm24,https://cloudelements.freshbooks.com/view/375BcTAfkFSb9Qnw,https://cloudelements.freshbooks.com/clients/717536,0,Claude,2019-10-30 02:43:23,claude@cloud-elements.com,1,claudeelements1840,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717534,USD,https://cloudelements.freshbooks.com/view/PF95EZmVHrS5kqm,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/717534,https://cloudelements.freshbooks.com/view/cBExg4Qjk9G2MDR,https://cloudelements.freshbooks.com/view/PF95EZmVHrS5kqm,https://cloudelements.freshbooks.com/clients/717534,0,Claude,2019-10-30 02:37:05,claude@cloud-elements.com,1,claudeelements1839,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717530,USD,https://cloudelements.freshbooks.com/view/DwrzwbNWJ3HuNmi,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/717530,https://cloudelements.freshbooks.com/view/RLaewsszNFKsSSc,https://cloudelements.freshbooks.com/view/DwrzwbNWJ3HuNmi,https://cloudelements.freshbooks.com/clients/717530,0,Claude,2019-10-30 02:25:54,claude@cloud-elements.com,1,claudeelements1837,,,,,,,,,,,,,,,,,,,,,,,,
Elements,en,717528,USD,https://cloudelements.freshbooks.com/view/37egZV4WyECcPzRc,active,0,Cloud ELements,https://cloudelements.freshbooks.com/clients/717528,https://cloudelements.freshbooks.com/view/tQjGPwsVRLwm3ca,https://cloudelements.freshbooks.com/view/37egZV4WyECcPzRc,https://cloudelements.freshbooks.com/clients/717528,0,Claude,2019-10-30 02:19:36,claude@cloud-elements.com,1,claudeelements1836,,,,,,,,,,,,,,,,,,,,,,,,
Odinson,en,716376,USD,https://cloudelements.freshbooks.com/view/gak8gvybrWd7sZM,active,0,Thor Odinson,https://cloudelements.freshbooks.com/clients/716376,https://cloudelements.freshbooks.com/view/35qNwzsv2t5dPgXH,https://cloudelements.freshbooks.com/view/gak8gvybrWd7sZM,https://cloudelements.freshbooks.com/clients/716376,0,Thor,2019-10-25 03:17:53,c6203097@urhen.com,1,Cohen,,,,,,,,,,,,,,,,,,,,,,,,
Odinson,en,716372,USD,https://cloudelements.freshbooks.com/view/6xj6KM5QDPAQmvy,active,0,Thor Odinson,https://cloudelements.freshbooks.com/clients/716372,https://cloudelements.freshbooks.com/view/36MxNKY4r7Ph57QM,https://cloudelements.freshbooks.com/view/6xj6KM5QDPAQmvy,https://cloudelements.freshbooks.com/clients/716372,0,Thor,2019-10-25 03:10:32,thor@gmail.com,1,Thor,,,,,,,,,,,,,,,,,,,,,,,,
Stark,en,716370,USD,https://cloudelements.freshbooks.com/view/3Db92phqp5NLUnpB,active,0,Marvel,https://cloudelements.freshbooks.com/clients/716370,https://cloudelements.freshbooks.com/view/3ugFskuZCwqm7NZV,https://cloudelements.freshbooks.com/view/3Db92phqp5NLUnpB,https://cloudelements.freshbooks.com/clients/716370,0,Tont,2019-10-25 03:02:31,tony@gmail.com,1,Tony,0123456789,developer@cloud-elements.,United States,0912345678,Romanoff,188094,Nat,nat@gmail.com,0912345678,natromanoff,,,,,,,,,,,,,,
Parker,en,716346,USD,https://cloudelements.freshbooks.com/view/CSF2bbrm9PerNCq,active,0,spider@gmail.com,https://cloudelements.freshbooks.com/clients/716346,https://cloudelements.freshbooks.com/view/r9BuGvTgEGwB8JZ,https://cloudelements.freshbooks.com/view/CSF2bbrm9PerNCq,https://cloudelements.freshbooks.com/clients/716346,0,Peter,2019-10-25 06:04:23,c6193096@urhen.com,1,spiderman,0123456789,developer@cloud-elements.,Canada,0123456789,Stark,188092,Tony,c6193096@urhen.com,0123456789,Anthony,Spiderman,marvel,9123456789,NYC,NYC,500056,Bakers street 1,New York,123,12345,Brooklyn,Some street 1,Queens,United States
